 30/03/2020 Cadeia - Canais : 5 - Intervalo : 00:10:00
Número de série: E102 02 2012A
Data e hora: 30/03/2020 11:23:30[Manager], 30/03/2020 11:30:06[Estação], 00:06:35[Offset],
Latitude = , Longitude = 
Estação: [SL2000 PNV 4.401 Aug  8 2015 Solar Instrumentacao], Manager: [4.0.0.3]

Configuração dos sensores :
Precipitação    : 0,0000000X³ + 0,0000000X² + 0,2000000X + 0,0000000 [  mm   ] - Offset: 0,0000000
Sedimentos      : 0,0000000X³ + 0,0000000X² + 1,0000000X + 0,0000000 [  mV   ] - Offset: 0,0000000
Nível           : 0,0000000X³ + 0,0000000X² + 6,0281000X - 237,77000 [  cm   ] - Offset: 31,000000
Vazão           : 0,1760000H ^ 1,5470001 [       ] - Offset: 0,0000000
Bateria         : 0,0000000X³ + 0,0000000X² + 0,0043000X + 0,0000000 [ Volts ] - Offset: 0,0000000

----------------------------------------------------------------------------------------------------
                      Precipitação     Sedimentos        Nível           Vazão          Bateria     
----------------------------------------------------------------------------------------------------
                           mm              mV              cm                            Volts      
----------------------------------------------------------------------------------------------------
05/03/2020 20:20:20     0,000           0,000           80,282         155,582          12,412     
05/03/2020 20:30:20     0,000           0,000           80,282         155,582          12,406     
05/03/2020 20:40:20     0,000           0,000           80,282         155,582          12,406     
05/03/2020 20:50:20     0,000           0,000           80,282         155,582          12,396     
05/03/2020 21:00:20     0,000           0,000           80,282         155,582          12,396     
05/03/2020 21:10:20     0,000           0,000           80,282         155,582          12,391     
05/03/2020 21:20:20     0,000           0,000           80,282         155,582          12,385     
05/03/2020 21:30:20     0,000           0,000           80,282         155,582          12,380     
05/03/2020 21:40:20     0,000           0,000           80,282         155,582          12,380     
05/03/2020 21:50:20     0,000           0,000           80,282         155,582          12,375     
05/03/2020 22:00:20     0,000           0,000           80,282         155,582          12,370     
05/03/2020 22:10:20     0,000           0,000           80,282         155,582          12,364     
05/03/2020 22:20:20     0,000           0,000           80,282         155,582          12,364     
05/03/2020 22:30:20     0,000           0,000           80,282         155,582          12,359     
05/03/2020 22:40:20     0,000           0,000           80,282         155,582          12,354     
05/03/2020 22:50:20     0,000           0,000           80,282         155,582          12,349     
05/03/2020 23:00:20     0,000           0,000           80,282         155,582          12,349     
05/03/2020 23:10:20     0,000           0,000           80,282         155,582          12,343     
05/03/2020 23:20:20     0,000           0,000           80,282         155,582          12,338     
05/03/2020 23:30:20     0,000           0,000           80,282         155,582          12,338     
05/03/2020 23:40:20     0,000           0,000           80,282         155,582          12,333     
05/03/2020 23:50:20     0,000           0,000           80,282         155,582          12,333     
06/03/2020 00:00:20     0,000           0,000           80,282         155,582          12,328     
06/03/2020 00:10:20     0,000           0,000           80,282         155,582          12,322     
06/03/2020 00:20:20     0,000           0,000           80,282         155,582          12,322     
06/03/2020 00:30:20     0,000           0,000           80,282         155,582          12,317     
06/03/2020 00:40:20     0,000           0,000           80,282         155,582          12,312     
06/03/2020 00:50:20     0,000           0,000           80,282         155,582          12,312     
06/03/2020 01:00:20     0,000           0,000           80,282         134,077          12,312     
06/03/2020 01:10:20     0,000           0,000           80,282         134,077          12,307     
06/03/2020 01:20:20     0,000           0,000           80,282         134,077          12,307     
